Symbol,Date,Price
KALV,22-Apr-26,19.56
KARO,22-Apr-26,50.12
KAT,22-Apr-26,55.725
KBAB,22-Apr-26,11.3196
KBDU,22-Apr-26,24.6251
KBONU,22-Apr-26,10.22
KBONW,22-Apr-26,0.62
KBSX,22-Apr-26,1.41
KBWB,22-Apr-26,87.19
KBWD,22-Apr-26,13.18
KBWP,22-Apr-26,121.9313
KBWY,22-Apr-26,16.5104
KC,22-Apr-26,17.22
KDK,22-Apr-26,9.3
KDKRW,22-Apr-26,1.58
KDP,22-Apr-26,26.54
KE,22-Apr-26,27.32
KEAT,22-Apr-26,34.0375
KEEL,22-Apr-26,3.04
KELYA,22-Apr-26,9.56
KELYB,22-Apr-26,17.63
KEQU,22-Apr-26,37
KFFB,22-Apr-26,4.5
KG,22-Apr-26,10.45
KGEI,22-Apr-26,5.38
KHC,22-Apr-26,21.89
KIDS,22-Apr-26,16.37
KIDZ,22-Apr-26,1.14
KIDZW,22-Apr-26,0.0164
KINS,22-Apr-26,17.14
KIQQ,22-Apr-26,24.4553
KITT,22-Apr-26,2.92
KITTW,22-Apr-26,0.027
KJD,22-Apr-26,21.0902
KLAC,22-Apr-26,1812.06
KLAG,22-Apr-26,30.8156
KLIC,22-Apr-26,85.2
KLRA,22-Apr-26,24.3
KLRS,22-Apr-26,6.33
KLTR,22-Apr-26,1.28
KLXE,22-Apr-26,2.5
KMB,22-Apr-26,96.75
KMDA,22-Apr-26,8.36
KMLI,22-Apr-26,10.7383
KMRK,22-Apr-26,3.65
KMTS,22-Apr-26,23.81
KNDI,22-Apr-26,0.7464
KNGZ,22-Apr-26,38.1943
KNSA,22-Apr-26,43.04
KOD,22-Apr-26,45.19
KOID,22-Apr-26,36.1
KOPN,22-Apr-26,3.21
KOSS,22-Apr-26,4.33
KOYN,22-Apr-26,10.09
KOYNU,22-Apr-26,10.2
KPDD,22-Apr-26,8.38
KPLT,22-Apr-26,6.81
KPLTW,22-Apr-26,0.0023
KPRX,22-Apr-26,2.44
KPTI,22-Apr-26,9.55
KQQQ,22-Apr-26,27.97
KRAQ,22-Apr-26,9.93
KRAQU,22-Apr-26,10.04
KRMA,22-Apr-26,45.4837
KRMD,22-Apr-26,4.11
KRNT,22-Apr-26,15.96
KRNY,22-Apr-26,7.87
KROP,22-Apr-26,34.5116
KROS,22-Apr-26,11.44
KRRO,22-Apr-26,13.99
KRT,22-Apr-26,28.39
KRUS,22-Apr-26,59.79
KRYS,22-Apr-26,275.94
KSCP,22-Apr-26,3.32
KSPI,22-Apr-26,86.4
KTCC,22-Apr-26,2.85
KTOS,22-Apr-26,68.61
KTTA,22-Apr-26,0.71
KTTAW,22-Apr-26,0.0088
KTWO,22-Apr-26,9.94
KTWOR,22-Apr-26,0.2
KURA,22-Apr-26,9.53
KUST,22-Apr-26,3.79
KVAC,22-Apr-26,12.06
KVHI,22-Apr-26,10.24
KWM,22-Apr-26,0.351
KXIN,22-Apr-26,6.13
KYIV,22-Apr-26,11.89
KYIVW,22-Apr-26,4.7
KYMR,22-Apr-26,88.77
KYNB,22-Apr-26,7.19
KYTX,22-Apr-26,10.23
KZIA,22-Apr-26,11.53
KZR,22-Apr-26,7.295
LAB,22-Apr-26,0.9422
LACG,22-Apr-26,11.0179
LAES,22-Apr-26,3.06
LAFA,22-Apr-26,10
LAFAU,22-Apr-26,10.0901
LAKE,22-Apr-26,10.73
LAMR,22-Apr-26,133.55
LAND,22-Apr-26,10.1
LANDO,22-Apr-26,20.49
LANDP,22-Apr-26,20.17
LARK,22-Apr-26,27.24
LASE,22-Apr-26,1.01
LASR,22-Apr-26,71.98
LATA,22-Apr-26,10.03
LAUR,22-Apr-26,33.48
LAYS,22-Apr-26,65.02
LBGJ,22-Apr-26,1.16
LBRDA,22-Apr-26,56.52
LBRDK,22-Apr-26,56.62
LBRDP,22-Apr-26,23.41
LBRX,22-Apr-26,31.78
LBTYA,22-Apr-26,11.95
LBTYB,22-Apr-26,17.01
LBTYK,22-Apr-26,11.59
LCDL,22-Apr-26,1.14
LCDS,22-Apr-26,68.2542
LCFY,22-Apr-26,4.7918
LCID,22-Apr-26,6.91
LCNB,22-Apr-26,16.64
LCUT,22-Apr-26,6.78
LDEM,22-Apr-26,62.2651
LDRX,22-Apr-26,33.8365
LDSF,22-Apr-26,19.0046
LE,22-Apr-26,12.23
LECO,22-Apr-26,258.63
LEDS,22-Apr-26,1.38
LEE,22-Apr-26,8.74
LEGH,22-Apr-26,21.62
LEGN,22-Apr-26,25.93
LEGR,22-Apr-26,62.4773
LENZ,22-Apr-26,9.99
LESL,22-Apr-26,2.01
LEXI,22-Apr-26,38.145
LEXX,22-Apr-26,0.97
LFAC,22-Apr-26,9.95
LFCR,22-Apr-26,5.23
LFMD,22-Apr-26,4.62
LFMDP,22-Apr-26,23.996
LFS,22-Apr-26,2.07
LFSC,22-Apr-26,38.0149
LFST,22-Apr-26,6.91
LFUS,22-Apr-26,394.55
LFVN,22-Apr-26,4.9
LFWD,22-Apr-26,7.65
LGCB,22-Apr-26,0.6281
LGCF,22-Apr-26,34.8072
LGCL,22-Apr-26,1.92
LGHL,22-Apr-26,0.8558
LGIH,22-Apr-26,46.64
LGN,22-Apr-26,79.28
LGND,22-Apr-26,226.87
LGO,22-Apr-26,1.28
LGRO,22-Apr-26,40.9739
LGVN,22-Apr-26,1.03
LHAI,22-Apr-26,1.14
LHSW,22-Apr-26,0.271
LI,22-Apr-26,18.65
LICN,22-Apr-26,6.4
LIDR,22-Apr-26,1.81
LIDRW,22-Apr-26,0.0501
LIEN,22-Apr-26,9.5
LIF,22-Apr-26,48.06
LIFE,22-Apr-26,16.11
LILA,22-Apr-26,8.37
LILAK,22-Apr-26,8.57
LIMN,22-Apr-26,0.2186
LIMNW,22-Apr-26,0.06
LIN,22-Apr-26,494.62
LINC,22-Apr-26,40.77
LIND,22-Apr-26,18.33
LINE,22-Apr-26,35.96
LINK,22-Apr-26,3
LINT,22-Apr-26,68.88
LIQT,22-Apr-26,2.24
LITE,22-Apr-26,873.6
LITP,22-Apr-26,16.21
LITS,22-Apr-26,1.19
LIVE,22-Apr-26,13.9
LIVN,22-Apr-26,65.18
LIXT,22-Apr-26,3.83
LKFN,22-Apr-26,59.6
LKQ,22-Apr-26,31.39
LKSP,22-Apr-26,10.08
LLYVA,22-Apr-26,89.58
LLYVK,22-Apr-26,91.91
LMAT,22-Apr-26,112.8
LMB,22-Apr-26,95.49
LMBS,22-Apr-26,49.97
LMFA,22-Apr-26,0.2648
LMNR,22-Apr-26,12.47
LMNX,22-Apr-26,19.5994
LMRI,22-Apr-26,9.33
LMTL,22-Apr-26,37.5569
LNAI,22-Apr-26,0.3249
LNKB,22-Apr-26,8.68
LNKS,22-Apr-26,1.74
LNSR,22-Apr-26,5.44
LNT,22-Apr-26,70.96
LNTH,22-Apr-26,82.88
LNZA,22-Apr-26,24.87
LNZAW,22-Apr-26,0.0163
LOAN,22-Apr-26,4.5357
LOBO,22-Apr-26,0.6
LOCO,22-Apr-26,13.99
LOGI,22-Apr-26,98.01
LOGO,22-Apr-26,20.6106
LOKV,22-Apr-26,10.45
LOKVW,22-Apr-26,1.4199
LONA,22-Apr-26,9.16
LOOP,22-Apr-26,1.27
LOPE,22-Apr-26,173.15
LOT,22-Apr-26,1.35
LOTI,22-Apr-26,25.7289
LOTWW,22-Apr-26,0.0699
LOVE,22-Apr-26,16.4
LPAA,22-Apr-26,10.73
LPAAU,22-Apr-26,10.74
LPAAW,22-Apr-26,0.1
LPBBW,22-Apr-26,0.1501
LPCN,22-Apr-26,2.42
LPCV,22-Apr-26,9.96
LPLA,22-Apr-26,327.78
LPRO,22-Apr-26,1.75
LPSN,22-Apr-26,2.82
LPTH,22-Apr-26,14.65
LQDA,22-Apr-26,37.06
LQDT,22-Apr-26,34.44
LRCX,22-Apr-26,265.55
LRE,22-Apr-26,1.3
LRGE,22-Apr-26,83.3515
LRHC,22-Apr-26,2.57
LRMR,22-Apr-26,4.56
LRND,22-Apr-26,42.1921
LSAK,22-Apr-26,4.88
LSBK,22-Apr-26,15.94
LSCC,22-Apr-26,115.59
LSE,22-Apr-26,5
LSH,22-Apr-26,0.78
LSTA,22-Apr-26,3.42
LSTR,22-Apr-26,177.37
LTBR,22-Apr-26,13.66
LTCC,22-Apr-26,13.6792
LTRN,22-Apr-26,2.68
LTRX,22-Apr-26,6.47
LTRYW,22-Apr-26,0.012
LUCD,22-Apr-26,1.31
LUCY,22-Apr-26,1.07
LUCYW,22-Apr-26,0.0644
LULG,22-Apr-26,13.685
LULU,22-Apr-26,163.45
LUNG,22-Apr-26,1.3
LUNR,22-Apr-26,29.94
LVDS,22-Apr-26,53.3122
LVHD,22-Apr-26,42.4747
LVIG,22-Apr-26,99.5062
LVLU,22-Apr-26,9.81
LVO,22-Apr-26,5.05
LWACW,22-Apr-26,0.2301
LWAY,22-Apr-26,26.34
LWLG,22-Apr-26,15.16
LX,22-Apr-26,2.35
LXEH,22-Apr-26,1.55
LXEO,22-Apr-26,6.33
LXRX,22-Apr-26,1.82
LYEL,22-Apr-26,24.78
LYFT,22-Apr-26,14.44
LYTS,22-Apr-26,20.71
LZ,22-Apr-26,6.61
LZMH,22-Apr-26,0.1163
MAAS,22-Apr-26,10.3
MAAY,22-Apr-26,7.7571
MAKO,22-Apr-26,7.72
MAMA,22-Apr-26,13.96
MAMO,22-Apr-26,1.15
MANH,22-Apr-26,142.88
MAPS,22-Apr-26,0.39
MAPSW,22-Apr-26,0.0025
MAR,22-Apr-26,367.13
MARA,22-Apr-26,11.84
MARPS,22-Apr-26,4.84
MASI,22-Apr-26,178.53
MASK,22-Apr-26,1.65
MASS,22-Apr-26,7.13
MAT,22-Apr-26,15.15
MATE,22-Apr-26,28.4426
MATH,22-Apr-26,1.27
MATW,22-Apr-26,28.06
MAXI,22-Apr-26,11.9162
MAXN,22-Apr-26,1.6
MAZE,22-Apr-26,26.5
MB,22-Apr-26,6.14
MBAI,22-Apr-26,1.59
MBAV,22-Apr-26,10.8469
MBAVW,22-Apr-26,0.35
MBB,22-Apr-26,95.29
MBBC,22-Apr-26,14.27
MBIN,22-Apr-26,49.43
MBINL,22-Apr-26,24.06
MBINM,22-Apr-26,25.49
MBINN,22-Apr-26,20.23
MBIO,22-Apr-26,0.765
MBLY,22-Apr-26,7.9
MBNKO,22-Apr-26,25.7699
MBOT,22-Apr-26,2.22
MBRX,22-Apr-26,2.5
MBS,22-Apr-26,8.735
MBUU,22-Apr-26,25.21
MBVI,22-Apr-26,10.08
MBVIU,22-Apr-26,10.14
MBWM,22-Apr-26,50.42
MBX,22-Apr-26,33.58
MCBS,22-Apr-26,31.71
MCDS,22-Apr-26,63.575
MCFT,22-Apr-26,23.16
MCGA,22-Apr-26,10.16
MCHB,22-Apr-26,15.3
MCHI,22-Apr-26,58.3
MCHP,22-Apr-26,82.48
MCHPP,22-Apr-26,70.86
MCHS,22-Apr-26,42.19
MCHX,22-Apr-26,1.73
MCRB,22-Apr-26,8.44
MCRI,22-Apr-26,114.24
MCW,22-Apr-26,6.99
MDAI,22-Apr-26,1.84
MDAIW,22-Apr-26,0.7005
MDB,22-Apr-26,269.54
MDBH,22-Apr-26,3.868
MDCX,22-Apr-26,0.339
MDCXW,22-Apr-26,0.2901
MDGL,22-Apr-26,529.14
MDIA,22-Apr-26,0.888
MDIV,22-Apr-26,16.4265
MDLN,22-Apr-26,47.16
MDLZ,22-Apr-26,56.06
MDRR,22-Apr-26,11.21
MDWD,22-Apr-26,17.08
MDXG,22-Apr-26,3.31
MDXH,22-Apr-26,2.28
MEDP,22-Apr-26,508.46
MEDX,22-Apr-26,32.8139
MEGL,22-Apr-26,1.16
MEHA,22-Apr-26,0.129
MELI,22-Apr-26,1860.98
MEMA,22-Apr-26,30.1124
MEMS,22-Apr-26,30.545
MENS,22-Apr-26,2.28
MEOH,22-Apr-26,60.1
MERC,22-Apr-26,1.14
MESO,22-Apr-26,15.74
META,22-Apr-26,674.72
METC,22-Apr-26,14.92
METCB,22-Apr-26,10.77
METCI,22-Apr-26,25.045
METCZ,22-Apr-26,25.127
METD,22-Apr-26,14.96
METL,22-Apr-26,30.49
METU,22-Apr-26,30.73
MEVO,22-Apr-26,9.87
MEVOU,22-Apr-26,10.01
MEVOW,22-Apr-26,0.35
MFI,22-Apr-26,11.26
MFIC,22-Apr-26,11.51
MFICL,22-Apr-26,25.21
MFIG,22-Apr-26,19.6826
MFIN,22-Apr-26,9.59
MFLX,22-Apr-26,17.13
MFMO,22-Apr-26,21.4034
MFVL,22-Apr-26,20.5362
MGEE,22-Apr-26,78.64
MGIH,22-Apr-26,1.51
MGN,22-Apr-26,0.214
MGNI,22-Apr-26,13.39
MGNX,22-Apr-26,3.42
MGPI,22-Apr-26,20.03
MGRC,22-Apr-26,109.52
MGRT,22-Apr-26,140
MGRX,22-Apr-26,0.45
MGTX,22-Apr-26,10.03
MGX,22-Apr-26,1.48
MGYR,22-Apr-26,17.9
MIDD,22-Apr-26,144.67
MIGI,22-Apr-26,6.28
MILN,22-Apr-26,45.3064
MIMI,22-Apr-26,0.3156
MIND,22-Apr-26,6.3
MIRA,22-Apr-26,1.13
MIRM,22-Apr-26,94.31
MIST,22-Apr-26,2.01
MITK,22-Apr-26,14.61
MKAM,22-Apr-26,31.08
MKDW,22-Apr-26,7.36
MKLY,22-Apr-26,10.13
MKLYR,22-Apr-26,0.11
MKSI,22-Apr-26,278.45
MKTW,22-Apr-26,17.45
MKTX,22-Apr-26,162.61
MKZR,22-Apr-26,3.35
MLAA,22-Apr-26,10.01
MLAAU,22-Apr-26,10.2001
MLAAW,22-Apr-26,0.5002
MLAB,22-Apr-26,101.28
MLAC,22-Apr-26,10.57
MLACR,22-Apr-26,0.22
MLCI,22-Apr-26,4.24
MLCIL,22-Apr-26,23.275
MLCO,22-Apr-26,5.99
MLEC,22-Apr-26,7.31
MLECW,22-Apr-26,0.0229
MLGO,22-Apr-26,4.13
MLKN,22-Apr-26,17.4
MLTX,22-Apr-26,17.22
MLYS,22-Apr-26,28.93
MMED,22-Apr-26,13.19
MMLP,22-Apr-26,2.8
MMSI,22-Apr-26,69.72
MMTX,22-Apr-26,10.04
MMYT,22-Apr-26,45.88
MNDO,22-Apr-26,1.0801
MNDR,22-Apr-26,0.8585
MNDY,22-Apr-26,69.74
MNKD,22-Apr-26,2.74
MNOV,22-Apr-26,1.41
MNPR,22-Apr-26,53.3
MNRO,22-Apr-26,17.57
MNSB,22-Apr-26,23.56
MNSBP,22-Apr-26,25
MNST,22-Apr-26,75.95
MNTK,22-Apr-26,1.44
MNTS,22-Apr-26,5.55
MNTSW,22-Apr-26,0.0152
MNVT,22-Apr-26,28.06
MNY,22-Apr-26,1.35
MNZL,22-Apr-26,55.0784
MOB,22-Apr-26,6.6
MOBBW,22-Apr-26,2.3201
MOBX,22-Apr-26,2.93
MOBXW,22-Apr-26,0.13
MODD,22-Apr-26,4.925
MODL,22-Apr-26,48.49
MOLN,22-Apr-26,4.3401
MOMO,22-Apr-26,6.32
MOOD,22-Apr-26,42.3961
MORN,22-Apr-26,186.16
MOVE,22-Apr-26,17.36
MPAA,22-Apr-26,11.57
MPB,22-Apr-26,34.04
MPG,22-Apr-26,10.1989
MPLT,22-Apr-26,32.13
MPWR,22-Apr-26,1522.04
MQ,22-Apr-26,4.47
MQQQ,22-Apr-26,199.0583
MRAL,22-Apr-26,5.81
MRAM,22-Apr-26,12.93
MRBK,22-Apr-26,20.2
MRCY,22-Apr-26,82.61
MRDN,22-Apr-26,6.29
MREO,22-Apr-26,0.3214
MRKR,22-Apr-26,1.54
MRLN,22-Apr-26,12.13
MRM,22-Apr-26,1.24
MRNA,22-Apr-26,55.6
MRNO,22-Apr-26,0.3947
MRNOW,22-Apr-26,0.0461
MRTN,22-Apr-26,14.75
MRVI,22-Apr-26,3.69
MRVL,22-Apr-26,157.32
MRVU,22-Apr-26,82.55
MRX,22-Apr-26,50.07
MSAI,22-Apr-26,6.24
MSAIW,22-Apr-26,0.0179
MSBI,22-Apr-26,23.07
MSDD,22-Apr-26,29.1304
MSEX,22-Apr-26,53.48
MSFD,22-Apr-26,12.59
MSFL,22-Apr-26,20.58
MSFT,22-Apr-26,432.92
MSFU,22-Apr-26,31.12
MSGM,22-Apr-26,3.76
MSGY,22-Apr-26,0.5367
MSLE,22-Apr-26,7.45
MSS,22-Apr-26,0.1182
MST,22-Apr-26,35.4
MSTP,22-Apr-26,2.85
MSTR,22-Apr-26,179.36
MSTX,22-Apr-26,38.21
MSW,22-Apr-26,1.14
MTC,22-Apr-26,6.35
MTCH,22-Apr-26,36.53
MTEK,22-Apr-26,1.39
MTEKW,22-Apr-26,0.2
MTEN,22-Apr-26,1.26
MTEX,22-Apr-26,4.7
MTLS,22-Apr-26,5.46
MTRX,22-Apr-26,12.02
MTSI,22-Apr-26,277
MTVA,22-Apr-26,1.61
MTYY,22-Apr-26,4.925
MU,22-Apr-26,487.48
MUD,22-Apr-26,29.383
MULL,22-Apr-26,213.2
MULT,22-Apr-26,25.35
MUU,22-Apr-26,242.1
MUYY,22-Apr-26,25.99
MUZE,22-Apr-26,9.87
MUZEU,22-Apr-26,9.97
MVBF,22-Apr-26,25.99
MVIS,22-Apr-26,0.6773
MVLL,22-Apr-26,63.31
MVST,22-Apr-26,2.07
MVSTW,22-Apr-26,0.07
MWH,22-Apr-26,36.68
MWYN,22-Apr-26,0.569
MXCT,22-Apr-26,0.8902
MXL,22-Apr-26,33.89
MYCF,22-Apr-26,25.05
MYCG,22-Apr-26,25.005
MYCH,22-Apr-26,24.975
MYCI,22-Apr-26,24.925
MYCJ,22-Apr-26,24.895
MYCK,22-Apr-26,25.0038
MYCL,22-Apr-26,24.9057
MYCM,22-Apr-26,24.8747
MYCN,22-Apr-26,24.715
MYCO,22-Apr-26,24.705
MYFW,22-Apr-26,25.81
MYGN,22-Apr-26,5.08
MYHA,22-Apr-26,25.0733
MYHB,22-Apr-26,25.1
MYHC,22-Apr-26,25.1432
MYHD,22-Apr-26,25.07
MYHE,22-Apr-26,25.055
MYMF,22-Apr-26,24.895
MYMG,22-Apr-26,24.68
MYMH,22-Apr-26,24.625
MYMI,22-Apr-26,24.705
MYMJ,22-Apr-26,24.88
MYMK,22-Apr-26,25.065
MYPS,22-Apr-26,0.4564
MYPSW,22-Apr-26,0.0042
MYRG,22-Apr-26,333.04
MYSE,22-Apr-26,3.37
MYSEW,22-Apr-26,0.091
MYSZ,22-Apr-26,0.6449
MYXXU,22-Apr-26,10.06
MZTI,22-Apr-26,127.16
NA,22-Apr-26,2.21
NAAS,22-Apr-26,2.18
NAGE,22-Apr-26,5.02
NAII,22-Apr-26,2.8
NAKA,22-Apr-26,0.243
NAMI,22-Apr-26,0.5399
NAMM,22-Apr-26,2.15
NAMMW,22-Apr-26,0.16
NAMS,22-Apr-26,31.94
NATH,22-Apr-26,101.14
NATO,22-Apr-26,38.65
NATR,22-Apr-26,26.91
NAUT,22-Apr-26,2.87
NAVI,22-Apr-26,8.93
NAVN,22-Apr-26,15.58
NB,22-Apr-26,6.44
NBBK,22-Apr-26,21.45
NBIG,22-Apr-26,15.95
NBIL,22-Apr-26,22.72
NBIS,22-Apr-26,156.14
NBIX,22-Apr-26,131.18
NBN,22-Apr-26,121.21
NBP,22-Apr-26,2.58
NBRG,22-Apr-26,9.9
NBRGR,22-Apr-26,0.13
NBRGU,22-Apr-26,9.97
NBTB,22-Apr-26,44.72
NBTX,22-Apr-26,32.195
NCEL,22-Apr-26,3.66
NCEW,22-Apr-26,14.0001
NCI,22-Apr-26,0.8701
NCIQ,22-Apr-26,19.8
NCMI,22-Apr-26,3.51
NCNA,22-Apr-26,2.13
NCNO,22-Apr-26,18.05
NCPB,22-Apr-26,25.135
NCPL,22-Apr-26,0.409
NCRA,22-Apr-26,0.2032
NCSM,22-Apr-26,85.2
NCT,22-Apr-26,2.02
NCTY,22-Apr-26,5.63
NDAA,22-Apr-26,23.1973
NDAQ,22-Apr-26,86.37
NDLS,22-Apr-26,10.55
NDRA,22-Apr-26,5.4
NDSN,22-Apr-26,279.45
NECB,22-Apr-26,24.57
NEGG,22-Apr-26,43.74
NEMG,22-Apr-26,20.9403
NEO,22-Apr-26,8.18
NEOG,22-Apr-26,9.52
NEON,22-Apr-26,1.72
NEOV,22-Apr-26,2.86
NEOVW,22-Apr-26,1.25
NEPH,22-Apr-26,2.84
NERV,22-Apr-26,7.35
NESR,22-Apr-26,23.71
NETG,22-Apr-26,11.6667
NEUP,22-Apr-26,4.93
NEWT,22-Apr-26,12.72
NEWTG,22-Apr-26,25.451
NEWTH,22-Apr-26,25.2
NEWTP,22-Apr-26,24.25
NEWZ,22-Apr-26,29.0738
NEXM,22-Apr-26,2.69
NEXN,22-Apr-26,7.42
NEXR,22-Apr-26,2.11
NEXRW,22-Apr-26,0.0111
NEXT,22-Apr-26,7.49
NFBK,22-Apr-26,13.65
NFE,22-Apr-26,0.65
NFLX,22-Apr-26,93.24
NFRX,22-Apr-26,26.4624
NFTY,22-Apr-26,54.43
NFXL,22-Apr-26,27.66
NFXS,22-Apr-26,16.7215
NGEN,22-Apr-26,4.025
NGHT,22-Apr-26,26.48
NGNE,22-Apr-26,27.27
NHIVU,22-Apr-26,9.97
NHP,22-Apr-26,12
NHPAP,22-Apr-26,21.05
NHPBP,22-Apr-26,20.86
NHTC,22-Apr-26,2.93
NICE,22-Apr-26,105.6
NICM,22-Apr-26,6.46
NIKL,22-Apr-26,17.77
NIOBW,22-Apr-26,2.19
NIOG,22-Apr-26,22.68
NIPG,22-Apr-26,0.71
NIU,22-Apr-26,3.17
NIVF,22-Apr-26,2.01
NIVFW,22-Apr-26,0.0135
NIXT,22-Apr-26,31.1847
NIXX,22-Apr-26,0.6619
NIXXW,22-Apr-26,0.0137
NKLR,22-Apr-26,7.3
NKSH,22-Apr-26,37.02
NKTR,22-Apr-26,93.2
NKTX,22-Apr-26,3.09
NMFC,22-Apr-26,8.3
NMFCZ,22-Apr-26,25.61
NMIH,22-Apr-26,40.28
NMRA,22-Apr-26,2.31
NMRK,22-Apr-26,16.55
NMTC,22-Apr-26,5.11
NN,22-Apr-26,17.57
NNAVW,22-Apr-26,8.38
NNBR,22-Apr-26,2.36
NNDM,22-Apr-26,1.81
NNE,22-Apr-26,27.39
NNNN,22-Apr-26,28.43
NNOX,22-Apr-26,2
NODK,22-Apr-26,13.05
NOEM,22-Apr-26,10.42
NOEMW,22-Apr-26,0.0753
NOMA,22-Apr-26,4.36
NOTV,22-Apr-26,0.3014
NOVT,22-Apr-26,133.19
NOVTU,22-Apr-26,59.42
NOWL,22-Apr-26,5.6
NPAC,22-Apr-26,10.31
NPACU,22-Apr-26,10.37
NPACW,22-Apr-26,0.32
NPCE,22-Apr-26,16.98
NPFI,22-Apr-26,26.155
NPT,22-Apr-26,3.69
NRC,22-Apr-26,17.5
NRDS,22-Apr-26,10.74
NRES,22-Apr-26,34.4906
NRIM,22-Apr-26,24.3
NRIX,22-Apr-26,16.63
NRSN,22-Apr-26,0.7023
NRXP,22-Apr-26,2.97
NRXPW,22-Apr-26,0.0085
NSI,22-Apr-26,38.0078
NSIT,22-Apr-26,77.02
NSPR,22-Apr-26,1.32
NSSC,22-Apr-26,45.29
NSTS,22-Apr-26,12.7
NSYS,22-Apr-26,14.5
NTAP,22-Apr-26,111.02
NTCL,22-Apr-26,0.39
NTCT,22-Apr-26,33.21
NTES,22-Apr-26,113.27
NTGR,22-Apr-26,25.95
NTHI,22-Apr-26,4.95
NTIC,22-Apr-26,8.03
NTLA,22-Apr-26,16.57
NTNX,22-Apr-26,41.46
NTRA,22-Apr-26,207.78
NTRB,22-Apr-26,4.17
NTRP,22-Apr-26,2.635
NTRS,22-Apr-26,167.83
NTRSO,22-Apr-26,19.25
NTSK,22-Apr-26,10.37
NTWK,22-Apr-26,3.545
NUAI,22-Apr-26,4.29
NUAIW,22-Apr-26,1.89
NUCL,22-Apr-26,12.46
NUCLW,22-Apr-26,3.07
NUG,22-Apr-26,11.6872
NUGY,22-Apr-26,17.28
NUSB,22-Apr-26,25.26
NUTX,22-Apr-26,108.39
NUVL,22-Apr-26,108.85
NUWE,22-Apr-26,1.145
NVA,22-Apr-26,6.39
NVAX,22-Apr-26,8.45
NVCR,22-Apr-26,13.02
NVCT,22-Apr-26,8.82
NVD,22-Apr-26,5.56
NVDA,22-Apr-26,202.5
NVDD,22-Apr-26,34.7224
NVDG,22-Apr-26,18.4583
NVDL,22-Apr-26,96.84
NVDS,22-Apr-26,23.6256
NVDU,22-Apr-26,128.82
NVEC,22-Apr-26,84.28
NVMI,22-Apr-26,521.12
NVNI,22-Apr-26,1.46
NVNIW,22-Apr-26,0.0431
NVNO,22-Apr-26,12.6
NVTS,22-Apr-26,18.47
NVVE,22-Apr-26,0.5292
NVX,22-Apr-26,0.7899
NVYY,22-Apr-26,14.5
NWBI,22-Apr-26,13.2
NWE,22-Apr-26,69.44
NWFL,22-Apr-26,30.7
NWGL,22-Apr-26,0.9
NWL,22-Apr-26,4.12
NWPX,22-Apr-26,81.47
NWS,22-Apr-26,30.74
NWSA,22-Apr-26,26.65
NWTG,22-Apr-26,1.18
NXGL,22-Apr-26,0.647
NXGLW,22-Apr-26,0.0432
NXL,22-Apr-26,0.4699
NXPI,22-Apr-26,225.75
NXPL,22-Apr-26,6.04
NXPLW,22-Apr-26,0.0064
NXST,22-Apr-26,210.2
NXT,22-Apr-26,116.19
NXTC,22-Apr-26,12
NXTG,22-Apr-26,129.5174
NXTS,22-Apr-26,4.5999
NXTT,22-Apr-26,1.79
NXXT,22-Apr-26,0.4029
NYAX,22-Apr-26,64.27
NYXH,22-Apr-26,3.07
NZAC,22-Apr-26,44.6995
NZUS,22-Apr-26,36.7212
OABI,22-Apr-26,1.5
OBAI,22-Apr-26,0.5969
OBAWU,22-Apr-26,10.2
OBIL,22-Apr-26,50.175
OBIO,22-Apr-26,4.21
OBT,22-Apr-26,35.42
OBTC,22-Apr-26,25.3711
OCC,22-Apr-26,11.7
OCCI,22-Apr-26,2.98
OCCIN,22-Apr-26,24.6776
OCFC,22-Apr-26,18.78
OCG,22-Apr-26,0.62
OCGN,22-Apr-26,1.68
OCS,22-Apr-26,27.85
OCSAW,22-Apr-26,16.645
OCSL,22-Apr-26,12.79
OCUL,22-Apr-26,9.66
ODD,22-Apr-26,15.74
ODDS,22-Apr-26,24.7233
ODFL,22-Apr-26,219.98
ODTE,22-Apr-26,26.76
ODVWZ,22-Apr-26,0.1799
ODYS,22-Apr-26,5.22
OESX,22-Apr-26,9.5
OFAL,22-Apr-26,0.713
OFIX,22-Apr-26,12.14
OFLX,22-Apr-26,33.32
OFS,22-Apr-26,4.01
OGI,22-Apr-26,1.59
OIM,22-Apr-26,10.03
OIMAW,22-Apr-26,0.6
OIO,22-Apr-26,2.55
OIOWW,22-Apr-26,0.0688
OKLL,22-Apr-26,11.94
OKTA,22-Apr-26,78.7
OKTG,22-Apr-26,11.02
OKUR,22-Apr-26,5.01
OKYO,22-Apr-26,1.62
OLB,22-Apr-26,0.4966
OLED,22-Apr-26,99.19
OLLI,22-Apr-26,89.34
OLMA,22-Apr-26,16.24
OLOX,22-Apr-26,0.672
OLPX,22-Apr-26,2.03
OM,22-Apr-26,4.52
OMAB,22-Apr-26,115.57
OMCL,22-Apr-26,36.65
OMDA,22-Apr-26,14.61
OMER,22-Apr-26,13.37
OMEX,22-Apr-26,0.9622
OMH,22-Apr-26,1.08
OMSE,22-Apr-26,4.73
ON,22-Apr-26,88.99
ONB,22-Apr-26,24.02
ONBPO,22-Apr-26,25.12
ONBPP,22-Apr-26,25.1
ONC,22-Apr-26,312.41
ONCH,22-Apr-26,10.21
